0 0.0205694 2.61451e-06 0.1 0.100000

0.20111 0.0210312 2.62784e-06 0.1 0.100000

0.490083 0.0212785 2.63498e-06 0.1 0.100000

0.708845 0.0215597 2.6431e-06 0.1 0.100000

0.926536 0.0216856 2.64673e-06 0.1 0.100000

1.14345 0.0218628 2.65185e-06 0.1 0.100000

1.36146 0.0220791 2.6581e-06 0.1 0.100000

1.5821 0.0219859 2.6554e-06 0.1 0.100000

1.80418 0.020923 2.62472e-06 0.1 0.100000

2.02623 0.0210708 2.62899e-06 0.1 0.100000

2.24901 0.0209316 2.62497e-06 0.1 0.100000

2.4743 0.0210083 2.62718e-06 0.1 0.100000

2.69347 0.0210009 2.62697e-06 0.1 0.100000

2.91167 0.0210754 2.62912e-06 0.1 0.100000

3.12284 0.0212927 2.63539e-06 0.1 0.100000

3.34078 0.0214031 2.63858e-06 0.1 0.100000

3.56104 0.0214183 2.63902e-06 0.1 0.100000

3.78136 0.0214755 2.64067e-06 0.1 0.100000

4.00336 0.0217358 2.64818e-06 0.1 0.100000

4.22423 0.0219081 2.65316e-06 0.1 0.100000

4.44677 0.0219775 2.65516e-06 0.1 0.100000

4.67266 0.0223073 2.66468e-06 0.1 0.100000

4.89587 0.0223194 2.66503e-06 0.1 0.100000

5.11964 0.0223644 2.66633e-06 0.1 0.100000

5.33319 0.0223221 2.66511e-06 0.1 0.100000

5.54654 0.0223161 2.66494e-06 0.1 0.100000

5.75785 0.0224226 2.66801e-06 0.1 0.100000

5.97346 0.0226431 2.67438e-06 0.1 0.100000

6.18879 0.0227536 2.67757e-06 0.1 0.100000

6.40461 0.0228705 2.68094e-06 0.1 0.100000

6.62283 0.0229735 2.68391e-06 0.1 0.100000

6.84194 0.0229447 2.68308e-06 0.1 0.100000

7.06158 0.023008 2.68491e-06 0.1 0.100000

7.2801 0.0230068 2.68487e-06 0.1 0.100000

7.49974 0.0228921 2.68156e-06 0.1 0.100000

7.71853 0.0228403 2.68007e-06 0.1 0.100000

7.93836 0.0229106 2.6821e-06 0.1 0.100000

8.15806 0.0228797 2.68121e-06 0.1 0.100000

8.37798 0.022902 2.68185e-06 0.1 0.100000

8.59661 0.0227137 2.67642e-06 0.1 0.100000

8.81685 0.0225508 2.67171e-06 0.1 0.100000

9.03629 0.0225695 2.67225e-06 0.1 0.100000

9.25575 0.0226256 2.67387e-06 0.1 0.100000

9.47256 0.0227718 2.67809e-06 0.1 0.100000

9.68926 0.022979 2.68407e-06 0.1 0.100000

9.90577 0.023295 2.6932e-06 0.1 0.100000

